budget,budget_per_person,travelers_count,duration_days,preference_encoded,has_nightlife,has_adventure,has_nature,has_food,has_temples,has_shopping,has_beaches,interest_count,trip_style
37691.75221804541,12563.917406015136,3,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
31814.45414664835,10604.818048882784,3,4,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
47661.75209671564,15887.250698905213,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
13249.699064284749,13249.699064284749,1,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
209070.62654168915,69690.20884722972,3,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
21101.46879477862,5275.367198694655,4,5,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
20885.65901890518,5221.414754726295,4,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
201985.43505025108,201985.43505025108,1,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
25615.70866423065,12807.854332115325,2,5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
39223.49577294688,19611.74788647344,2,6,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
53064.73382009955,26532.366910049775,2,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
36590.96645878135,12196.988819593784,3,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
56768.03064610032,18922.67688203344,3,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
34070.85901102877,34070.85901102877,1,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
46510.92838510718,15503.642795035727,3,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
52761.00745409006,8793.501242348344,6,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
61108.08030030959,30554.040150154797,2,4,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
24791.84258104643,12395.921290523214,2,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
44145.488022375,11036.37200559375,4,5,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
15337.450825215774,15337.450825215774,1,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
122869.38917424009,61434.694587120044,2,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
63771.01037735446,15942.752594338615,4,6,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
44674.44116040608,11168.61029010152,4,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
41874.38563900505,13958.128546335016,3,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
8904.308724229548,4452.154362114774,2,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
68637.56347590896,34318.78173795448,2,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
95602.19310009989,31867.397700033296,3,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
57748.063712808835,14437.015928202209,4,5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
57397.97444868465,11479.594889736929,5,4,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
15271.519697372136,7635.759848686068,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
49432.639931492355,12358.159982873089,4,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
38532.665027626805,12844.221675875602,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
63685.58132861498,31842.79066430749,2,6,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
18419.613284427043,9209.806642213522,2,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
36443.49337367226,7288.698674734452,5,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
12999.668692861751,12999.668692861751,1,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
77136.58870675629,15427.317741351257,5,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
16822.53421774444,16822.53421774444,1,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
240203.1447096305,240203.1447096305,1,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
15297.054194502623,7648.527097251312,2,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
63519.27291772061,10586.545486286768,6,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
72096.67833959043,24032.22611319681,3,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
17213.354017314065,8606.677008657032,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
39589.12277959303,13196.374259864344,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
38911.14471339363,12970.38157113121,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
53885.5795877514,17961.859862583802,3,4,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
197592.4194028971,65864.1398009657,3,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
14382.289756258087,14382.289756258087,1,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
55634.42555082543,13908.606387706357,4,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
21744.18831425388,10872.09415712694,2,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
117454.24676573448,39151.41558857816,3,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
46664.019161864766,11666.004790466191,4,4,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
49771.229969632324,24885.614984816162,2,5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
228582.32412248166,114291.16206124083,2,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
14662.409739193548,7331.204869596774,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
41165.89948348048,13721.966494493494,3,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
54164.72655403555,13541.181638508888,4,4,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
45048.178347340814,15016.059449113605,3,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
44235.99376750101,14745.33125583367,3,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
57411.8839418131,19137.294647271036,3,5,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
26935.706028961187,13467.853014480594,2,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
9681.008182838288,9681.008182838288,1,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
15440.873071142163,7720.436535571082,2,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
16042.667641141776,16042.667641141776,1,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
42963.19967250971,21481.599836254856,2,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
162256.23720693294,81128.11860346647,2,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
36947.33833430825,18473.669167154127,2,6,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
26969.73606581518,6742.434016453795,4,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
34170.71059364187,11390.236864547289,3,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
45978.17160074006,22989.08580037003,2,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
43650.76306305878,14550.254354352926,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
57399.777273550615,28699.888636775308,2,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
46193.21135956301,15397.737119854335,3,4,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
64659.697041134044,12931.939408226808,5,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
49558.48830401899,9911.697660803798,5,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
10050.65104868079,10050.65104868079,1,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
172733.35788412206,86366.67894206103,2,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
54432.15952023329,10886.431904046658,5,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
30859.950167274714,15429.975083637357,2,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
40743.44728813845,10185.861822034612,4,4,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
16363.537548397058,8181.768774198529,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
33674.40517437528,33674.40517437528,1,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
121505.08528617423,60752.542643087116,2,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
23913.231806148666,11956.615903074333,2,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
63774.91981145954,15943.729952864885,4,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
71973.04547503835,23991.015158346116,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
52932.37719282872,17644.125730942906,3,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
46321.67882516465,15440.559608388217,3,4,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
21174.416864976018,7058.138954992006,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
62062.28893591853,31031.144467959264,2,4,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
23342.17350042759,11671.086750213795,2,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
112632.42462927337,112632.42462927337,1,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
