hotel_id,destination,budget_per_day,duration_days,travelers_count,price_per_night,rating,distance_from_center_km,destination_encoded,preference_encoded,category_encoded,popularity_score,price_fit_score,rating_score,distance_score,category_match_score,amenities_match_score,price_fit_ratio,relevance_label
1,Goa,3750.0,4,1,18000,4.8,2.1,0,1,2,9.5,0.0729,0.96,0.79,0.5,1.0,4.8,0.7003
1,Goa,3750.0,4,1,18000,4.8,2.1,0,2,2,9.5,0.0729,0.96,0.79,1.0,1.0,4.8,0.7193
1,Goa,3750.0,4,2,18000,4.8,2.1,0,0,2,9.5,0.0729,0.96,0.79,0.0,1.0,4.8,0.538
1,Goa,3750.0,4,2,18000,4.8,2.1,0,1,2,9.5,0.0729,0.96,0.79,0.5,1.0,4.8,0.6694
1,Goa,3750.0,4,2,18000,4.8,2.1,0,2,2,9.5,0.0729,0.96,0.79,1.0,1.0,4.8,0.6831
1,Goa,3750.0,4,3,18000,4.8,2.1,0,0,2,9.5,0.0729,0.96,0.79,0.0,1.0,4.8,0.576
1,Goa,3750.0,4,3,18000,4.8,2.1,0,1,2,9.5,0.0729,0.96,0.79,0.5,1.0,4.8,0.5859
1,Goa,3750.0,4,3,18000,4.8,2.1,0,2,2,9.5,0.0729,0.96,0.79,1.0,1.0,4.8,0.6799
1,Goa,3750.0,4,4,18000,4.8,2.1,0,0,2,9.5,0.0729,0.96,0.79,0.0,1.0,4.8,0.5756
1,Goa,3750.0,4,4,18000,4.8,2.1,0,1,2,9.5,0.0729,0.96,0.79,0.5,1.0,4.8,0.6669
1,Goa,3750.0,4,4,18000,4.8,2.1,0,2,2,9.5,0.0729,0.96,0.79,1.0,1.0,4.8,0.7249
1,Goa,3750.0,4,6,18000,4.8,2.1,0,0,2,9.5,0.0729,0.96,0.79,0.0,1.0,4.8,0.5663
1,Goa,3750.0,4,6,18000,4.8,2.1,0,1,2,9.5,0.0729,0.96,0.79,0.5,1.0,4.8,0.6357
1,Goa,3750.0,4,6,18000,4.8,2.1,0,2,2,9.5,0.0729,0.96,0.79,1.0,1.0,4.8,0.6754
1,Goa,3000.0,5,1,18000,4.8,2.1,0,0,2,9.5,0.0583,0.96,0.79,0.0,1.0,6.0,0.5445
1,Goa,3000.0,5,1,18000,4.8,2.1,0,1,2,9.5,0.0583,0.96,0.79,0.5,1.0,6.0,0.6273
1,Goa,3000.0,5,1,18000,4.8,2.1,0,2,2,9.5,0.0583,0.96,0.79,1.0,1.0,6.0,0.7478
1,Goa,3000.0,5,2,18000,4.8,2.1,0,0,2,9.5,0.0583,0.96,0.79,0.0,1.0,6.0,0.5764
1,Goa,3000.0,5,2,18000,4.8,2.1,0,1,2,9.5,0.0583,0.96,0.79,0.5,1.0,6.0,0.5882
1,Goa,3000.0,5,2,18000,4.8,2.1,0,2,2,9.5,0.0583,0.96,0.79,1.0,1.0,6.0,0.7258
1,Goa,3000.0,5,3,18000,4.8,2.1,0,0,2,9.5,0.0583,0.96,0.79,0.0,1.0,6.0,0.5545
1,Goa,3000.0,5,3,18000,4.8,2.1,0,1,2,9.5,0.0583,0.96,0.79,0.5,1.0,6.0,0.6208
1,Goa,3000.0,5,3,18000,4.8,2.1,0,2,2,9.5,0.0583,0.96,0.79,1.0,1.0,6.0,0.7344
1,Goa,3000.0,5,4,18000,4.8,2.1,0,0,2,9.5,0.0583,0.96,0.79,0.0,1.0,6.0,0.597
1,Goa,3000.0,5,4,18000,4.8,2.1,0,1,2,9.5,0.0583,0.96,0.79,0.5,1.0,6.0,0.669
1,Goa,3000.0,5,4,18000,4.8,2.1,0,2,2,9.5,0.0583,0.96,0.79,1.0,1.0,6.0,0.6909
1,Goa,3000.0,5,6,18000,4.8,2.1,0,0,2,9.5,0.0583,0.96,0.79,0.0,1.0,6.0,0.5568
1,Goa,3000.0,5,6,18000,4.8,2.1,0,1,2,9.5,0.0583,0.96,0.79,0.5,1.0,6.0,0.651
1,Goa,3000.0,5,6,18000,4.8,2.1,0,2,2,9.5,0.0583,0.96,0.79,1.0,1.0,6.0,0.7453
1,Goa,2142.8571428571427,7,1,18000,4.8,2.1,0,0,2,9.5,0.0417,0.96,0.79,0.0,1.0,8.4,0.5475
1,Goa,2142.8571428571427,7,1,18000,4.8,2.1,0,1,2,9.5,0.0417,0.96,0.79,0.5,1.0,8.4,0.6313
1,Goa,2142.8571428571427,7,1,18000,4.8,2.1,0,2,2,9.5,0.0417,0.96,0.79,1.0,1.0,8.4,0.6787
1,Goa,2142.8571428571427,7,2,18000,4.8,2.1,0,0,2,9.5,0.0417,0.96,0.79,0.0,1.0,8.4,0.526
1,Goa,2142.8571428571427,7,2,18000,4.8,2.1,0,1,2,9.5,0.0417,0.96,0.79,0.5,1.0,8.4,0.6613
1,Goa,2142.8571428571427,7,2,18000,4.8,2.1,0,2,2,9.5,0.0417,0.96,0.79,1.0,1.0,8.4,0.7526
1,Goa,2142.8571428571427,7,3,18000,4.8,2.1,0,0,2,9.5,0.0417,0.96,0.79,0.0,1.0,8.4,0.5598
1,Goa,2142.8571428571427,7,3,18000,4.8,2.1,0,1,2,9.5,0.0417,0.96,0.79,0.5,1.0,8.4,0.667
1,Goa,2142.8571428571427,7,3,18000,4.8,2.1,0,2,2,9.5,0.0417,0.96,0.79,1.0,1.0,8.4,0.7228
1,Goa,2142.8571428571427,7,4,18000,4.8,2.1,0,0,2,9.5,0.0417,0.96,0.79,0.0,1.0,8.4,0.5426
1,Goa,2142.8571428571427,7,4,18000,4.8,2.1,0,1,2,9.5,0.0417,0.96,0.79,0.5,1.0,8.4,0.6478
1,Goa,2142.8571428571427,7,4,18000,4.8,2.1,0,2,2,9.5,0.0417,0.96,0.79,1.0,1.0,8.4,0.7581
1,Goa,2142.8571428571427,7,6,18000,4.8,2.1,0,0,2,9.5,0.0417,0.96,0.79,0.0,1.0,8.4,0.5608
1,Goa,2142.8571428571427,7,6,18000,4.8,2.1,0,1,2,9.5,0.0417,0.96,0.79,0.5,1.0,8.4,0.6839
1,Goa,2142.8571428571427,7,6,18000,4.8,2.1,0,2,2,9.5,0.0417,0.96,0.79,1.0,1.0,8.4,0.6333
1,Goa,12500.0,2,1,18000,4.8,2.1,0,0,2,9.5,0.2431,0.96,0.79,0.0,1.0,1.44,0.6369
1,Goa,12500.0,2,1,18000,4.8,2.1,0,1,2,9.5,0.2431,0.96,0.79,0.5,1.0,1.44,0.6899
1,Goa,12500.0,2,1,18000,4.8,2.1,0,2,2,9.5,0.2431,0.96,0.79,1.0,1.0,1.44,0.7533
1,Goa,12500.0,2,2,18000,4.8,2.1,0,0,2,9.5,0.2431,0.96,0.79,0.0,1.0,1.44,0.615
1,Goa,12500.0,2,2,18000,4.8,2.1,0,1,2,9.5,0.2431,0.96,0.79,0.5,1.0,1.44,0.6276
1,Goa,12500.0,2,2,18000,4.8,2.1,0,2,2,9.5,0.2431,0.96,0.79,1.0,1.0,1.44,0.7557
1,Goa,12500.0,2,3,18000,4.8,2.1,0,0,2,9.5,0.2431,0.96,0.79,0.0,1.0,1.44,0.623
1,Goa,12500.0,2,3,18000,4.8,2.1,0,1,2,9.5,0.2431,0.96,0.79,0.5,1.0,1.44,0.7316
1,Goa,12500.0,2,3,18000,4.8,2.1,0,2,2,9.5,0.2431,0.96,0.79,1.0,1.0,1.44,0.7467
1,Goa,12500.0,2,4,18000,4.8,2.1,0,0,2,9.5,0.2431,0.96,0.79,0.0,1.0,1.44,0.588
1,Goa,12500.0,2,4,18000,4.8,2.1,0,1,2,9.5,0.2431,0.96,0.79,0.5,1.0,1.44,0.6722
1,Goa,12500.0,2,4,18000,4.8,2.1,0,2,2,9.5,0.2431,0.96,0.79,1.0,1.0,1.44,0.7897
1,Goa,12500.0,2,6,18000,4.8,2.1,0,0,2,9.5,0.2431,0.96,0.79,0.0,1.0,1.44,0.6221
1,Goa,12500.0,2,6,18000,4.8,2.1,0,1,2,9.5,0.2431,0.96,0.79,0.5,1.0,1.44,0.6714
1,Goa,12500.0,2,6,18000,4.8,2.1,0,2,2,9.5,0.2431,0.96,0.79,1.0,1.0,1.44,0.7777
1,Goa,8333.333333333334,3,1,18000,4.8,2.1,0,0,2,9.5,0.162,0.96,0.79,0.0,1.0,2.16,0.5949
1,Goa,8333.333333333334,3,1,18000,4.8,2.1,0,1,2,9.5,0.162,0.96,0.79,0.5,1.0,2.16,0.6961
1,Goa,8333.333333333334,3,1,18000,4.8,2.1,0,2,2,9.5,0.162,0.96,0.79,1.0,1.0,2.16,0.7209
1,Goa,8333.333333333334,3,2,18000,4.8,2.1,0,0,2,9.5,0.162,0.96,0.79,0.0,1.0,2.16,0.5822
1,Goa,8333.333333333334,3,2,18000,4.8,2.1,0,1,2,9.5,0.162,0.96,0.79,0.5,1.0,2.16,0.6552
1,Goa,8333.333333333334,3,2,18000,4.8,2.1,0,2,2,9.5,0.162,0.96,0.79,1.0,1.0,2.16,0.6981
1,Goa,8333.333333333334,3,3,18000,4.8,2.1,0,0,2,9.5,0.162,0.96,0.79,0.0,1.0,2.16,0.6009
1,Goa,8333.333333333334,3,3,18000,4.8,2.1,0,1,2,9.5,0.162,0.96,0.79,0.5,1.0,2.16,0.6748
1,Goa,8333.333333333334,3,3,18000,4.8,2.1,0,2,2,9.5,0.162,0.96,0.79,1.0,1.0,2.16,0.7422
1,Goa,8333.333333333334,3,4,18000,4.8,2.1,0,0,2,9.5,0.162,0.96,0.79,0.0,1.0,2.16,0.585
1,Goa,8333.333333333334,3,4,18000,4.8,2.1,0,1,2,9.5,0.162,0.96,0.79,0.5,1.0,2.16,0.6245
1,Goa,8333.333333333334,3,4,18000,4.8,2.1,0,2,2,9.5,0.162,0.96,0.79,1.0,1.0,2.16,0.7294
1,Goa,8333.333333333334,3,6,18000,4.8,2.1,0,0,2,9.5,0.162,0.96,0.79,0.0,1.0,2.16,0.5817
1,Goa,8333.333333333334,3,6,18000,4.8,2.1,0,1,2,9.5,0.162,0.96,0.79,0.5,1.0,2.16,0.6429
1,Goa,8333.333333333334,3,6,18000,4.8,2.1,0,2,2,9.5,0.162,0.96,0.79,1.0,1.0,2.16,0.7372
1,Goa,6250.0,4,1,18000,4.8,2.1,0,0,2,9.5,0.1215,0.96,0.79,0.0,1.0,2.88,0.594
1,Goa,6250.0,4,1,18000,4.8,2.1,0,1,2,9.5,0.1215,0.96,0.79,0.5,1.0,2.88,0.7135
1,Goa,6250.0,4,1,18000,4.8,2.1,0,2,2,9.5,0.1215,0.96,0.79,1.0,1.0,2.88,0.7371
1,Goa,6250.0,4,2,18000,4.8,2.1,0,0,2,9.5,0.1215,0.96,0.79,0.0,1.0,2.88,0.5896
1,Goa,6250.0,4,2,18000,4.8,2.1,0,1,2,9.5,0.1215,0.96,0.79,0.5,1.0,2.88,0.6546
1,Goa,6250.0,4,2,18000,4.8,2.1,0,2,2,9.5,0.1215,0.96,0.79,1.0,1.0,2.88,0.6743
1,Goa,6250.0,4,3,18000,4.8,2.1,0,0,2,9.5,0.1215,0.96,0.79,0.0,1.0,2.88,0.5811
1,Goa,6250.0,4,3,18000,4.8,2.1,0,1,2,9.5,0.1215,0.96,0.79,0.5,1.0,2.88,0.6587
1,Goa,6250.0,4,3,18000,4.8,2.1,0,2,2,9.5,0.1215,0.96,0.79,1.0,1.0,2.88,0.8058
1,Goa,6250.0,4,4,18000,4.8,2.1,0,0,2,9.5,0.1215,0.96,0.79,0.0,1.0,2.88,0.5761
1,Goa,6250.0,4,4,18000,4.8,2.1,0,1,2,9.5,0.1215,0.96,0.79,0.5,1.0,2.88,0.6659
1,Goa,6250.0,4,4,18000,4.8,2.1,0,2,2,9.5,0.1215,0.96,0.79,1.0,1.0,2.88,0.7308
1,Goa,6250.0,4,6,18000,4.8,2.1,0,0,2,9.5,0.1215,0.96,0.79,0.0,1.0,2.88,0.5468
1,Goa,6250.0,4,6,18000,4.8,2.1,0,1,2,9.5,0.1215,0.96,0.79,0.5,1.0,2.88,0.6912
1,Goa,6250.0,4,6,18000,4.8,2.1,0,2,2,9.5,0.1215,0.96,0.79,1.0,1.0,2.88,0.7544
1,Goa,5000.0,5,1,18000,4.8,2.1,0,0,2,9.5,0.0972,0.96,0.79,0.0,1.0,3.6,0.5995
1,Goa,5000.0,5,1,18000,4.8,2.1,0,1,2,9.5,0.0972,0.96,0.79,0.5,1.0,3.6,0.6235
1,Goa,5000.0,5,1,18000,4.8,2.1,0,2,2,9.5,0.0972,0.96,0.79,1.0,1.0,3.6,0.7679
1,Goa,5000.0,5,2,18000,4.8,2.1,0,0,2,9.5,0.0972,0.96,0.79,0.0,1.0,3.6,0.5338
1,Goa,5000.0,5,2,18000,4.8,2.1,0,1,2,9.5,0.0972,0.96,0.79,0.5,1.0,3.6,0.6684
1,Goa,5000.0,5,2,18000,4.8,2.1,0,2,2,9.5,0.0972,0.96,0.79,1.0,1.0,3.6,0.7915
1,Goa,5000.0,5,3,18000,4.8,2.1,0,0,2,9.5,0.0972,0.96,0.79,0.0,1.0,3.6,0.5461
1,Goa,5000.0,5,3,18000,4.8,2.1,0,1,2,9.5,0.0972,0.96,0.79,0.5,1.0,3.6,0.6338
1,Goa,5000.0,5,3,18000,4.8,2.1,0,2,2,9.5,0.0972,0.96,0.79,1.0,1.0,3.6,0.7288
1,Goa,5000.0,5,4,18000,4.8,2.1,0,0,2,9.5,0.0972,0.96,0.79,0.0,1.0,3.6,0.5607
1,Goa,5000.0,5,4,18000,4.8,2.1,0,1,2,9.5,0.0972,0.96,0.79,0.5,1.0,3.6,0.6043
1,Goa,5000.0,5,4,18000,4.8,2.1,0,2,2,9.5,0.0972,0.96,0.79,1.0,1.0,3.6,0.7279
1,Goa,5000.0,5,6,18000,4.8,2.1,0,0,2,9.5,0.0972,0.96,0.79,0.0,1.0,3.6,0.5439
1,Goa,5000.0,5,6,18000,4.8,2.1,0,1,2,9.5,0.0972,0.96,0.79,0.5,1.0,3.6,0.665
1,Goa,5000.0,5,6,18000,4.8,2.1,0,2,2,9.5,0.0972,0.96,0.79,1.0,1.0,3.6,0.6982
1,Goa,3571.4285714285716,7,1,18000,4.8,2.1,0,0,2,9.5,0.0694,0.96,0.79,0.0,1.0,5.04,0.6154
1,Goa,3571.4285714285716,7,1,18000,4.8,2.1,0,1,2,9.5,0.0694,0.96,0.79,0.5,1.0,5.04,0.6204
1,Goa,3571.4285714285716,7,1,18000,4.8,2.1,0,2,2,9.5,0.0694,0.96,0.79,1.0,1.0,5.04,0.7092
1,Goa,3571.4285714285716,7,2,18000,4.8,2.1,0,0,2,9.5,0.0694,0.96,0.79,0.0,1.0,5.04,0.5933
1,Goa,3571.4285714285716,7,2,18000,4.8,2.1,0,1,2,9.5,0.0694,0.96,0.79,0.5,1.0,5.04,0.6069
1,Goa,3571.4285714285716,7,2,18000,4.8,2.1,0,2,2,9.5,0.0694,0.96,0.79,1.0,1.0,5.04,0.7257
1,Goa,3571.4285714285716,7,3,18000,4.8,2.1,0,0,2,9.5,0.0694,0.96,0.79,0.0,1.0,5.04,0.6081
1,Goa,3571.4285714285716,7,3,18000,4.8,2.1,0,1,2,9.5,0.0694,0.96,0.79,0.5,1.0,5.04,0.5956
1,Goa,3571.4285714285716,7,3,18000,4.8,2.1,0,2,2,9.5,0.0694,0.96,0.79,1.0,1.0,5.04,0.7244
1,Goa,3571.4285714285716,7,4,18000,4.8,2.1,0,0,2,9.5,0.0694,0.96,0.79,0.0,1.0,5.04,0.5767
1,Goa,3571.4285714285716,7,4,18000,4.8,2.1,0,1,2,9.5,0.0694,0.96,0.79,0.5,1.0,5.04,0.6673
1,Goa,3571.4285714285716,7,4,18000,4.8,2.1,0,2,2,9.5,0.0694,0.96,0.79,1.0,1.0,5.04,0.6818
1,Goa,3571.4285714285716,7,6,18000,4.8,2.1,0,0,2,9.5,0.0694,0.96,0.79,0.0,1.0,5.04,0.5292
1,Goa,3571.4285714285716,7,6,18000,4.8,2.1,0,1,2,9.5,0.0694,0.96,0.79,0.5,1.0,5.04,0.6595
1,Goa,3571.4285714285716,7,6,18000,4.8,2.1,0,2,2,9.5,0.0694,0.96,0.79,1.0,1.0,5.04,0.7278
1,Goa,20000.0,2,1,18000,4.8,2.1,0,0,2,9.5,0.3889,0.96,0.79,0.0,1.0,0.9,0.6562
1,Goa,20000.0,2,1,18000,4.8,2.1,0,1,2,9.5,0.3889,0.96,0.79,0.5,1.0,0.9,0.7341
1,Goa,20000.0,2,1,18000,4.8,2.1,0,2,2,9.5,0.3889,0.96,0.79,1.0,1.0,0.9,0.7783
1,Goa,20000.0,2,2,18000,4.8,2.1,0,0,2,9.5,0.3889,0.96,0.79,0.0,1.0,0.9,0.6557
1,Goa,20000.0,2,2,18000,4.8,2.1,0,1,2,9.5,0.3889,0.96,0.79,0.5,1.0,0.9,0.7325
1,Goa,20000.0,2,2,18000,4.8,2.1,0,2,2,9.5,0.3889,0.96,0.79,1.0,1.0,0.9,0.7773
1,Goa,20000.0,2,3,18000,4.8,2.1,0,0,2,9.5,0.3889,0.96,0.79,0.0,1.0,0.9,0.7047
1,Goa,20000.0,2,3,18000,4.8,2.1,0,1,2,9.5,0.3889,0.96,0.79,0.5,1.0,0.9,0.7379
1,Goa,20000.0,2,3,18000,4.8,2.1,0,2,2,9.5,0.3889,0.96,0.79,1.0,1.0,0.9,0.763
1,Goa,20000.0,2,4,18000,4.8,2.1,0,0,2,9.5,0.3889,0.96,0.79,0.0,1.0,0.9,0.6684
1,Goa,20000.0,2,4,18000,4.8,2.1,0,1,2,9.5,0.3889,0.96,0.79,0.5,1.0,0.9,0.6945
1,Goa,20000.0,2,4,18000,4.8,2.1,0,2,2,9.5,0.3889,0.96,0.79,1.0,1.0,0.9,0.8223
1,Goa,20000.0,2,6,18000,4.8,2.1,0,0,2,9.5,0.3889,0.96,0.79,0.0,1.0,0.9,0.6835
1,Goa,20000.0,2,6,18000,4.8,2.1,0,1,2,9.5,0.3889,0.96,0.79,0.5,1.0,0.9,0.6991
1,Goa,20000.0,2,6,18000,4.8,2.1,0,2,2,9.5,0.3889,0.96,0.79,1.0,1.0,0.9,0.8276
1,Goa,13333.333333333334,3,1,18000,4.8,2.1,0,0,2,9.5,0.2593,0.96,0.79,0.0,1.0,1.35,0.6287
1,Goa,13333.333333333334,3,1,18000,4.8,2.1,0,1,2,9.5,0.2593,0.96,0.79,0.5,1.0,1.35,0.716
1,Goa,13333.333333333334,3,1,18000,4.8,2.1,0,2,2,9.5,0.2593,0.96,0.79,1.0,1.0,1.35,0.8232
1,Goa,13333.333333333334,3,2,18000,4.8,2.1,0,0,2,9.5,0.2593,0.96,0.79,0.0,1.0,1.35,0.609
1,Goa,13333.333333333334,3,2,18000,4.8,2.1,0,1,2,9.5,0.2593,0.96,0.79,0.5,1.0,1.35,0.6687
1,Goa,13333.333333333334,3,2,18000,4.8,2.1,0,2,2,9.5,0.2593,0.96,0.79,1.0,1.0,1.35,0.7396
1,Goa,13333.333333333334,3,3,18000,4.8,2.1,0,0,2,9.5,0.2593,0.96,0.79,0.0,1.0,1.35,0.5918
1,Goa,13333.333333333334,3,3,18000,4.8,2.1,0,1,2,9.5,0.2593,0.96,0.79,0.5,1.0,1.35,0.689
1,Goa,13333.333333333334,3,3,18000,4.8,2.1,0,2,2,9.5,0.2593,0.96,0.79,1.0,1.0,1.35,0.7765
1,Goa,13333.333333333334,3,4,18000,4.8,2.1,0,0,2,9.5,0.2593,0.96,0.79,0.0,1.0,1.35,0.6246
1,Goa,13333.333333333334,3,4,18000,4.8,2.1,0,1,2,9.5,0.2593,0.96,0.79,0.5,1.0,1.35,0.7161
1,Goa,13333.333333333334,3,4,18000,4.8,2.1,0,2,2,9.5,0.2593,0.96,0.79,1.0,1.0,1.35,0.7667
1,Goa,13333.333333333334,3,6,18000,4.8,2.1,0,0,2,9.5,0.2593,0.96,0.79,0.0,1.0,1.35,0.6599
1,Goa,13333.333333333334,3,6,18000,4.8,2.1,0,1,2,9.5,0.2593,0.96,0.79,0.5,1.0,1.35,0.6834
1,Goa,13333.333333333334,3,6,18000,4.8,2.1,0,2,2,9.5,0.2593,0.96,0.79,1.0,1.0,1.35,0.8479
1,Goa,10000.0,4,1,18000,4.8,2.1,0,0,2,9.5,0.1944,0.96,0.79,0.0,1.0,1.8,0.6189
1,Goa,10000.0,4,1,18000,4.8,2.1,0,1,2,9.5,0.1944,0.96,0.79,0.5,1.0,1.8,0.6494
1,Goa,10000.0,4,1,18000,4.8,2.1,0,2,2,9.5,0.1944,0.96,0.79,1.0,1.0,1.8,0.718
1,Goa,10000.0,4,2,18000,4.8,2.1,0,0,2,9.5,0.1944,0.96,0.79,0.0,1.0,1.8,0.6146
1,Goa,10000.0,4,2,18000,4.8,2.1,0,1,2,9.5,0.1944,0.96,0.79,0.5,1.0,1.8,0.6684
1,Goa,10000.0,4,2,18000,4.8,2.1,0,2,2,9.5,0.1944,0.96,0.79,1.0,1.0,1.8,0.7715
1,Goa,10000.0,4,3,18000,4.8,2.1,0,0,2,9.5,0.1944,0.96,0.79,0.0,1.0,1.8,0.6143
1,Goa,10000.0,4,3,18000,4.8,2.1,0,1,2,9.5,0.1944,0.96,0.79,0.5,1.0,1.8,0.6729
1,Goa,10000.0,4,3,18000,4.8,2.1,0,2,2,9.5,0.1944,0.96,0.79,1.0,1.0,1.8,0.7247
1,Goa,10000.0,4,4,18000,4.8,2.1,0,0,2,9.5,0.1944,0.96,0.79,0.0,1.0,1.8,0.5547
1,Goa,10000.0,4,4,18000,4.8,2.1,0,1,2,9.5,0.1944,0.96,0.79,0.5,1.0,1.8,0.6617
1,Goa,10000.0,4,4,18000,4.8,2.1,0,2,2,9.5,0.1944,0.96,0.79,1.0,1.0,1.8,0.7758
1,Goa,10000.0,4,6,18000,4.8,2.1,0,0,2,9.5,0.1944,0.96,0.79,0.0,1.0,1.8,0.6065
1,Goa,10000.0,4,6,18000,4.8,2.1,0,1,2,9.5,0.1944,0.96,0.79,0.5,1.0,1.8,0.6377
1,Goa,10000.0,4,6,18000,4.8,2.1,0,2,2,9.5,0.1944,0.96,0.79,1.0,1.0,1.8,0.7553
1,Goa,8000.0,5,1,18000,4.8,2.1,0,0,2,9.5,0.1556,0.96,0.79,0.0,1.0,2.25,0.6019
1,Goa,8000.0,5,1,18000,4.8,2.1,0,1,2,9.5,0.1556,0.96,0.79,0.5,1.0,2.25,0.6389
1,Goa,8000.0,5,1,18000,4.8,2.1,0,2,2,9.5,0.1556,0.96,0.79,1.0,1.0,2.25,0.745
1,Goa,8000.0,5,2,18000,4.8,2.1,0,0,2,9.5,0.1556,0.96,0.79,0.0,1.0,2.25,0.5921
1,Goa,8000.0,5,2,18000,4.8,2.1,0,1,2,9.5,0.1556,0.96,0.79,0.5,1.0,2.25,0.6311
1,Goa,8000.0,5,2,18000,4.8,2.1,0,2,2,9.5,0.1556,0.96,0.79,1.0,1.0,2.25,0.7511
1,Goa,8000.0,5,3,18000,4.8,2.1,0,0,2,9.5,0.1556,0.96,0.79,0.0,1.0,2.25,0.6072
1,Goa,8000.0,5,3,18000,4.8,2.1,0,1,2,9.5,0.1556,0.96,0.79,0.5,1.0,2.25,0.6979
1,Goa,8000.0,5,3,18000,4.8,2.1,0,2,2,9.5,0.1556,0.96,0.79,1.0,1.0,2.25,0.772
1,Goa,8000.0,5,4,18000,4.8,2.1,0,0,2,9.5,0.1556,0.96,0.79,0.0,1.0,2.25,0.5491
